SSE,SZSE,NIB,HKE,NASDAQ,NYSE
20130510.0,20130510.0,20130306.0,20130402,20130215,20130215
20130513.0,20130513.0,20130307.0,20130403,20130219,20130219
20130514.0,20130514.0,20130308.0,20130405,20130220,20130220
20130515.0,20130515.0,20130311.0,20130408,20130221,20130221
20130516.0,20130516.0,20130312.0,20130409,20130222,20130222
20130517.0,20130517.0,20130313.0,20130410,20130225,20130225
20130520.0,20130520.0,20130314.0,20130411,20130226,20130226
20130521.0,20130521.0,20130315.0,20130412,20130227,20130227
20130522.0,20130522.0,20130318.0,20130415,20130228,20130228
20130523.0,20130523.0,20130319.0,20130416,20130301,20130301
20130524.0,20130524.0,20130320.0,20130417,20130304,20130304
20130527.0,20130527.0,20130321.0,20130418,20130305,20130305
20130528.0,20130528.0,20130322.0,20130419,20130306,20130306
20130529.0,20130529.0,20130325.0,20130422,20130307,20130307
20130530.0,20130530.0,20130326.0,20130423,20130308,20130308
20130531.0,20130531.0,20130327.0,20130424,20130311,20130311
20130603.0,20130603.0,20130328.0,20130425,20130312,20130312
20130604.0,20130604.0,20130329.0,20130426,20130313,20130313
20130605.0,20130605.0,20130401.0,20130429,20130314,20130314
20130606.0,20130606.0,20130402.0,20130430,20130315,20130315
20130607.0,20130607.0,20130403.0,20130502,20130318,20130318
20130613.0,20130613.0,20130407.0,20130503,20130319,20130319
20130614.0,20130614.0,20130408.0,20130506,20130320,20130320
20130617.0,20130617.0,20130409.0,20130507,20130321,20130321
20130618.0,20130618.0,20130410.0,20130508,20130322,20130322
20130619.0,20130619.0,20130411.0,20130509,20130325,20130325
20130620.0,20130620.0,20130412.0,20130510,20130326,20130326
20130621.0,20130621.0,20130415.0,20130513,20130327,20130327
20130624.0,20130624.0,20130416.0,20130514,20130328,20130328
20130625.0,20130625.0,20130417.0,20130515,20130401,20130401
20130626.0,20130626.0,20130418.0,20130516,20130402,20130402
20130627.0,20130627.0,20130419.0,20130520,20130403,20130403
20130628.0,20130628.0,20130422.0,20130521,20130404,20130404
20130701.0,20130701.0,20130423.0,20130522,20130405,20130405
20130702.0,20130702.0,20130424.0,20130523,20130408,20130408
20130703.0,20130703.0,20130425.0,20130524,20130409,20130409
20130704.0,20130704.0,20130426.0,20130527,20130410,20130410
20130705.0,20130705.0,20130427.0,20130528,20130411,20130411
20130708.0,20130708.0,20130428.0,20130529,20130412,20130412
20130709.0,20130709.0,20130502.0,20130530,20130415,20130415
20130710.0,20130710.0,20130503.0,20130531,20130416,20130416
20130711.0,20130711.0,20130506.0,20130603,20130417,20130417
20130712.0,20130712.0,20130507.0,20130604,20130418,20130418
20130715.0,20130715.0,20130508.0,20130605,20130419,20130419
20130716.0,20130716.0,20130509.0,20130606,20130422,20130422
20130717.0,20130717.0,20130510.0,20130607,20130423,20130423
20130718.0,20130718.0,20130513.0,20130610,20130424,20130424
20130719.0,20130719.0,20130514.0,20130611,20130425,20130425
20130722.0,20130722.0,20130515.0,20130613,20130426,20130426
20130723.0,20130723.0,20130516.0,20130614,20130429,20130429
20130724.0,20130724.0,20130517.0,20130617,20130430,20130430
20130725.0,20130725.0,20130520.0,20130618,20130501,20130501
20130726.0,20130726.0,20130521.0,20130619,20130502,20130502
20130729.0,20130729.0,20130522.0,20130620,20130503,20130503
20130730.0,20130730.0,20130523.0,20130621,20130506,20130506
20130731.0,20130731.0,20130524.0,20130624,20130507,20130507
20130801.0,20130801.0,20130527.0,20130625,20130508,20130508
20130802.0,20130802.0,20130528.0,20130626,20130509,20130509
20130805.0,20130805.0,20130529.0,20130627,20130510,20130510
20130806.0,20130806.0,20130530.0,20130628,20130513,20130513
20130807.0,20130807.0,20130531.0,20130702,20130514,20130514
20130808.0,20130808.0,20130603.0,20130703,20130515,20130515
20130809.0,20130809.0,20130604.0,20130704,20130516,20130516
20130812.0,20130812.0,20130605.0,20130705,20130517,20130517
20130813.0,20130813.0,20130606.0,20130708,20130520,20130520
20130814.0,20130814.0,20130607.0,20130709,20130521,20130521
20130815.0,20130815.0,20130608.0,20130710,20130522,20130522
20130816.0,20130816.0,20130609.0,20130711,20130523,20130523
20130819.0,20130819.0,20130613.0,20130712,20130524,20130524
20130820.0,20130820.0,20130614.0,20130715,20130528,20130528
20130821.0,20130821.0,20130617.0,20130716,20130529,20130529
20130822.0,20130822.0,20130618.0,20130717,20130530,20130530
20130823.0,20130823.0,20130619.0,20130718,20130531,20130531
20130826.0,20130826.0,20130620.0,20130719,20130603,20130603
20130827.0,20130827.0,20130621.0,20130722,20130604,20130604
20130828.0,20130828.0,20130624.0,20130723,20130605,20130605
20130829.0,20130829.0,20130625.0,20130724,20130606,20130606
20130830.0,20130830.0,20130626.0,20130725,20130607,20130607
20130902.0,20130902.0,20130627.0,20130726,20130610,20130610
20130903.0,20130903.0,20130628.0,20130729,20130611,20130611
20130904.0,20130904.0,20130701.0,20130730,20130612,20130612
20130905.0,20130905.0,20130702.0,20130731,20130613,20130613
20130906.0,20130906.0,20130703.0,20130801,20130614,20130614
20130909.0,20130909.0,20130704.0,20130802,20130617,20130617
20130910.0,20130910.0,20130705.0,20130805,20130618,20130618
20130911.0,20130911.0,20130708.0,20130806,20130619,20130619
20130912.0,20130912.0,20130709.0,20130807,20130620,20130620
20130913.0,20130913.0,20130710.0,20130808,20130621,20130621
20130916.0,20130916.0,20130711.0,20130809,20130624,20130624
20130917.0,20130917.0,20130712.0,20130812,20130625,20130625
20130918.0,20130918.0,20130715.0,20130813,20130626,20130626
20130923.0,20130923.0,20130716.0,20130815,20130627,20130627
20130924.0,20130924.0,20130717.0,20130816,20130628,20130628
20130925.0,20130925.0,20130718.0,20130819,20130701,20130701
20130926.0,20130926.0,20130719.0,20130820,20130702,20130702
20130927.0,20130927.0,20130722.0,20130821,20130703,20130703
20130930.0,20130930.0,20130723.0,20130822,20130705,20130705
20131008.0,20131008.0,20130724.0,20130823,20130708,20130708
20131009.0,20131009.0,20130725.0,20130826,20130709,20130709
20131010.0,20131010.0,20130726.0,20130827,20130710,20130710
20131011.0,20131011.0,20130729.0,20130828,20130711,20130711
20131014.0,20131014.0,20130730.0,20130829,20130712,20130712
20131015.0,20131015.0,20130731.0,20130830,20130715,20130715
20131016.0,20131016.0,20130801.0,20130902,20130716,20130716
20131017.0,20131017.0,20130802.0,20130903,20130717,20130717
20131018.0,20131018.0,20130805.0,20130904,20130718,20130718
20131021.0,20131021.0,20130806.0,20130905,20130719,20130719
20131022.0,20131022.0,20130807.0,20130906,20130722,20130722
20131023.0,20131023.0,20130808.0,20130909,20130723,20130723
20131024.0,20131024.0,20130809.0,20130910,20130724,20130724
20131025.0,20131025.0,20130812.0,20130911,20130725,20130725
20131028.0,20131028.0,20130813.0,20130912,20130726,20130726
20131029.0,20131029.0,20130814.0,20130913,20130729,20130729
20131030.0,20131030.0,20130815.0,20130916,20130730,20130730
20131031.0,20131031.0,20130816.0,20130917,20130731,20130731
20131101.0,20131101.0,20130819.0,20130918,20130801,20130801
20131104.0,20131104.0,20130820.0,20130919,20130802,20130802
20131105.0,20131105.0,20130821.0,20130923,20130805,20130805
20131106.0,20131106.0,20130822.0,20130924,20130806,20130806
20131107.0,20131107.0,20130823.0,20130925,20130807,20130807
20131108.0,20131108.0,20130826.0,20130926,20130808,20130808
20131111.0,20131111.0,20130827.0,20130927,20130809,20130809
20131112.0,20131112.0,20130828.0,20130930,20130812,20130812
20131113.0,20131113.0,20130829.0,20131002,20130813,20130813
20131114.0,20131114.0,20130830.0,20131003,20130814,20130814
20131115.0,20131115.0,20130902.0,20131004,20130815,20130815
20131118.0,20131118.0,20130903.0,20131007,20130816,20130816
20131119.0,20131119.0,20130904.0,20131008,20130819,20130819
20131120.0,20131120.0,20130905.0,20131009,20130820,20130820
20131121.0,20131121.0,20130906.0,20131010,20130821,20130821
20131122.0,20131122.0,20130909.0,20131011,20130822,20130822
20131125.0,20131125.0,20130910.0,20131015,20130823,20130823
20131126.0,20131126.0,20130911.0,20131016,20130826,20130826
20131127.0,20131127.0,20130912.0,20131017,20130827,20130827
20131128.0,20131128.0,20130913.0,20131018,20130828,20130828
20131129.0,20131129.0,20130916.0,20131021,20130829,20130829
20131202.0,20131202.0,20130917.0,20131022,20130830,20130830
20131203.0,20131203.0,20130918.0,20131023,20130903,20130903
20131204.0,20131204.0,20130922.0,20131024,20130904,20130904
20131205.0,20131205.0,20130923.0,20131025,20130905,20130905
20131206.0,20131206.0,20130924.0,20131028,20130906,20130906
20131209.0,20131209.0,20130925.0,20131029,20130909,20130909
20131210.0,20131210.0,20130926.0,20131030,20130910,20130910
20131211.0,20131211.0,20130927.0,20131031,20130911,20130911
20131212.0,20131212.0,20130929.0,20131101,20130912,20130912
20131213.0,20131213.0,20130930.0,20131104,20130913,20130913
20131216.0,20131216.0,20131008.0,20131105,20130916,20130916
20131217.0,20131217.0,20131009.0,20131106,20130917,20130917
20131218.0,20131218.0,20131010.0,20131107,20130918,20130918
20131219.0,20131219.0,20131011.0,20131108,20130919,20130919
20131220.0,20131220.0,20131012.0,20131111,20130920,20130920
20131223.0,20131223.0,20131014.0,20131112,20130923,20130923
20131224.0,20131224.0,20131015.0,20131113,20130924,20130924
20131225.0,20131225.0,20131016.0,20131114,20130925,20130925
20131226.0,20131226.0,20131017.0,20131115,20130926,20130926
20131227.0,20131227.0,20131018.0,20131118,20130927,20130927
20131230.0,20131230.0,20131021.0,20131119,20130930,20130930
20131231.0,20131231.0,20131022.0,20131120,20131001,20131001
20140102.0,20140102.0,20131023.0,20131121,20131002,20131002
20140103.0,20140103.0,20131024.0,20131122,20131003,20131003
20140106.0,20140106.0,20131025.0,20131125,20131004,20131004
20140107.0,20140107.0,20131028.0,20131126,20131007,20131007
20140108.0,20140108.0,20131029.0,20131127,20131008,20131008
20140109.0,20140109.0,20131030.0,20131128,20131009,20131009
20140110.0,20140110.0,20131031.0,20131129,20131010,20131010
20140113.0,20140113.0,20131101.0,20131202,20131011,20131011
20140114.0,20140114.0,20131104.0,20131203,20131014,20131014
20140115.0,20140115.0,20131105.0,20131204,20131015,20131015
20140116.0,20140116.0,20131106.0,20131205,20131016,20131016
20140117.0,20140117.0,20131107.0,20131206,20131017,20131017
20140120.0,20140120.0,20131108.0,20131209,20131018,20131018
20140121.0,20140121.0,20131111.0,20131210,20131021,20131021
20140122.0,20140122.0,20131112.0,20131211,20131022,20131022
20140123.0,20140123.0,20131113.0,20131212,20131023,20131023
20140124.0,20140124.0,20131114.0,20131213,20131024,20131024
20140127.0,20140127.0,20131115.0,20131216,20131025,20131025
20140128.0,20140128.0,20131118.0,20131217,20131028,20131028
20140129.0,20140129.0,20131119.0,20131218,20131029,20131029
20140130.0,20140130.0,20131120.0,20131219,20131030,20131030
20140207.0,20140207.0,20131121.0,20131220,20131031,20131031
20140210.0,20140210.0,20131122.0,20131223,20131101,20131101
20140211.0,20140211.0,20131125.0,20131224,20131104,20131104
20140212.0,20140212.0,20131126.0,20131227,20131105,20131105
20140213.0,20140213.0,20131127.0,20131230,20131106,20131106
20140214.0,20140214.0,20131128.0,20131231,20131107,20131107
20140217.0,20140217.0,20131129.0,20140102,20131108,20131108
20140218.0,20140218.0,20131202.0,20140103,20131111,20131111
20140219.0,20140219.0,20131203.0,20140106,20131112,20131112
20140220.0,20140220.0,20131204.0,20140107,20131113,20131113
20140221.0,20140221.0,20131205.0,20140108,20131114,20131114
20140224.0,20140224.0,20131206.0,20140109,20131115,20131115
20140225.0,20140225.0,20131209.0,20140110,20131118,20131118
20140226.0,20140226.0,20131210.0,20140113,20131119,20131119
20140227.0,20140227.0,20131211.0,20140114,20131120,20131120
20140228.0,20140228.0,20131212.0,20140115,20131121,20131121
20140303.0,20140303.0,20131213.0,20140116,20131122,20131122
20140304.0,20140304.0,20131216.0,20140117,20131125,20131125
20140305.0,20140305.0,20131217.0,20140120,20131126,20131126
20140306.0,20140306.0,20131218.0,20140121,20131127,20131127
20140307.0,20140307.0,20131219.0,20140122,20131129,20131129
20140310.0,20140310.0,20131220.0,20140123,20131202,20131202
20140311.0,20140311.0,20131223.0,20140124,20131203,20131203
20140312.0,20140312.0,20131224.0,20140127,20131204,20131204
20140313.0,20140313.0,20131225.0,20140128,20131205,20131205
20140314.0,20140314.0,20131226.0,20140129,20131206,20131206
20140317.0,20140317.0,20131227.0,20140130,20131209,20131209
20140318.0,20140318.0,20131230.0,20140204,20131210,20131210
20140319.0,20140319.0,20131231.0,20140205,20131211,20131211
20140320.0,20140320.0,20140102.0,20140206,20131212,20131212
20140321.0,20140321.0,20140103.0,20140207,20131213,20131213
20140324.0,20140324.0,20140106.0,20140210,20131216,20131216
20140325.0,20140325.0,20140107.0,20140211,20131217,20131217
20140326.0,20140326.0,20140108.0,20140212,20131218,20131218
20140327.0,20140327.0,20140109.0,20140213,20131219,20131219
20140328.0,20140328.0,20140110.0,20140214,20131220,20131220
20140331.0,20140331.0,20140113.0,20140217,20131223,20131223
20140401.0,20140401.0,20140114.0,20140218,20131224,20131224
20140402.0,20140402.0,20140115.0,20140219,20131226,20131226
20140403.0,20140403.0,20140116.0,20140220,20131227,20131227
20140404.0,20140404.0,20140117.0,20140221,20131230,20131230
20140408.0,20140408.0,20140120.0,20140224,20131231,20131231
20140409.0,20140409.0,20140121.0,20140225,20140102,20140102
20140410.0,20140410.0,20140122.0,20140226,20140103,20140103
20140411.0,20140411.0,20140123.0,20140227,20140106,20140106
20140414.0,20140414.0,20140124.0,20140228,20140107,20140107
20140415.0,20140415.0,20140126.0,20140303,20140108,20140108
20140416.0,20140416.0,20140127.0,20140304,20140109,20140109
20140417.0,20140417.0,20140128.0,20140305,20140110,20140110
20140418.0,20140418.0,20140129.0,20140306,20140113,20140113
20140421.0,20140421.0,20140130.0,20140307,20140114,20140114
20140422.0,20140422.0,20140207.0,20140310,20140115,20140115
20140423.0,20140423.0,20140208.0,20140311,20140116,20140116
20140424.0,20140424.0,20140210.0,20140312,20140117,20140117
20140425.0,20140425.0,20140211.0,20140313,20140121,20140121
20140428.0,20140428.0,20140212.0,20140314,20140122,20140122
20140429.0,20140429.0,20140213.0,20140317,20140123,20140123
20140430.0,20140430.0,20140214.0,20140318,20140124,20140124
20140505.0,20140505.0,20140217.0,20140319,20140127,20140127
20140506.0,20140506.0,20140218.0,20140320,20140128,20140128
20140507.0,20140507.0,20140219.0,20140321,20140129,20140129
20140508.0,20140508.0,20140220.0,20140324,20140130,20140130
20140509.0,20140509.0,20140221.0,20140325,20140131,20140131
20140512.0,20140512.0,20140224.0,20140326,20140203,20140203
20140513.0,20140513.0,20140225.0,20140327,20140204,20140204
20140514.0,20140514.0,20140226.0,20140328,20140205,20140205
20140515.0,20140515.0,20140227.0,20140331,20140206,20140206
20140516.0,20140516.0,20140228.0,20140401,20140207,20140207
20140519.0,20140519.0,20140303.0,20140402,20140210,20140210
20140520.0,20140520.0,20140304.0,20140403,20140211,20140211
20140521.0,20140521.0,20140305.0,20140404,20140212,20140212
20140522.0,20140522.0,20140306.0,20140407,20140213,20140213
20140523.0,20140523.0,20140307.0,20140408,20140214,20140214
20140526.0,20140526.0,20140310.0,20140409,20140218,20140218
20140527.0,20140527.0,20140311.0,20140410,20140219,20140219
20140528.0,20140528.0,20140312.0,20140411,20140220,20140220
20140529.0,20140529.0,20140313.0,20140414,20140221,20140221
20140530.0,20140530.0,20140314.0,20140415,20140224,20140224
20140603.0,20140603.0,20140317.0,20140416,20140225,20140225
20140604.0,20140604.0,20140318.0,20140417,20140226,20140226
20140605.0,20140605.0,20140319.0,20140422,20140227,20140227
20140606.0,20140606.0,20140320.0,20140423,20140228,20140228
20140609.0,20140609.0,20140321.0,20140424,20140303,20140303
20140610.0,20140610.0,20140324.0,20140425,20140304,20140304
20140611.0,20140611.0,20140325.0,20140428,20140305,20140305
20140612.0,20140612.0,20140326.0,20140429,20140306,20140306
20140613.0,20140613.0,20140327.0,20140430,20140307,20140307
20140616.0,20140616.0,20140328.0,20140502,20140310,20140310
20140617.0,20140617.0,20140331.0,20140505,20140311,20140311
20140618.0,20140618.0,20140401.0,20140507,20140312,20140312
20140619.0,20140619.0,20140402.0,20140508,20140313,20140313
20140620.0,20140620.0,20140403.0,20140509,20140314,20140314
20140623.0,20140623.0,20140404.0,20140512,20140317,20140317
20140624.0,20140624.0,20140408.0,20140513,20140318,20140318
20140625.0,20140625.0,20140409.0,20140514,20140319,20140319
20140626.0,20140626.0,20140410.0,20140515,20140320,20140320
20140627.0,20140627.0,20140411.0,20140516,20140321,20140321
20140630.0,20140630.0,20140414.0,20140519,20140324,20140324
20140701.0,20140701.0,20140415.0,20140520,20140325,20140325
20140702.0,20140702.0,20140416.0,20140521,20140326,20140326
20140703.0,20140703.0,20140417.0,20140522,20140327,20140327
20140704.0,20140704.0,20140418.0,20140523,20140328,20140328
20140707.0,20140707.0,20140421.0,20140526,20140331,20140331
20140708.0,20140708.0,20140422.0,20140527,20140401,20140401
20140709.0,20140709.0,20140423.0,20140528,20140402,20140402
20140710.0,20140710.0,20140424.0,20140529,20140403,20140403
20140711.0,20140711.0,20140425.0,20140530,20140404,20140404
20140714.0,20140714.0,20140428.0,20140603,20140407,20140407
20140715.0,20140715.0,20140429.0,20140604,20140408,20140408
20140716.0,20140716.0,20140430.0,20140605,20140409,20140409
20140717.0,20140717.0,20140504.0,20140606,20140410,20140410
20140718.0,20140718.0,20140505.0,20140609,20140411,20140411
20140721.0,20140721.0,20140506.0,20140610,20140414,20140414
20140722.0,20140722.0,20140507.0,20140611,20140415,20140415
20140723.0,20140723.0,20140508.0,20140612,20140416,20140416
20140724.0,20140724.0,20140509.0,20140613,20140417,20140417
20140725.0,20140725.0,20140512.0,20140616,20140421,20140421
20140728.0,20140728.0,20140513.0,20140617,20140422,20140422
20140729.0,20140729.0,20140514.0,20140618,20140423,20140423
20140730.0,20140730.0,20140515.0,20140619,20140424,20140424
20140731.0,20140731.0,20140516.0,20140620,20140425,20140425
20140801.0,20140801.0,20140519.0,20140623,20140428,20140428
20140804.0,20140804.0,20140520.0,20140624,20140429,20140429
20140805.0,20140805.0,20140521.0,20140625,20140430,20140430
20140806.0,20140806.0,20140522.0,20140626,20140501,20140501
20140807.0,20140807.0,20140523.0,20140627,20140502,20140502
20140808.0,20140808.0,20140526.0,20140630,20140505,20140505
20140811.0,20140811.0,20140527.0,20140702,20140506,20140506
20140812.0,20140812.0,20140528.0,20140703,20140507,20140507
20140813.0,20140813.0,20140529.0,20140704,20140508,20140508
20140814.0,20140814.0,20140530.0,20140707,20140509,20140509
20140815.0,20140815.0,20140603.0,20140708,20140512,20140512
20140818.0,20140818.0,20140604.0,20140709,20140513,20140513
20140819.0,20140819.0,20140605.0,20140710,20140514,20140514
20140820.0,20140820.0,20140606.0,20140711,20140515,20140515
20140821.0,20140821.0,20140609.0,20140714,20140516,20140516
20140822.0,20140822.0,20140610.0,20140715,20140519,20140519
20140825.0,20140825.0,20140611.0,20140716,20140520,20140520
20140826.0,20140826.0,20140612.0,20140717,20140521,20140521
20140827.0,20140827.0,20140613.0,20140718,20140522,20140522
20140828.0,20140828.0,20140616.0,20140721,20140523,20140523
20140829.0,20140829.0,20140617.0,20140722,20140527,20140527
20140901.0,20140901.0,20140618.0,20140723,20140528,20140528
20140902.0,20140902.0,20140619.0,20140724,20140529,20140529
20140903.0,20140903.0,20140620.0,20140725,20140530,20140530
20140904.0,20140904.0,20140623.0,20140728,20140602,20140602
20140905.0,20140905.0,20140624.0,20140729,20140603,20140603
20140909.0,20140909.0,20140625.0,20140730,20140604,20140604
20140910.0,20140910.0,20140626.0,20140731,20140605,20140605
20140911.0,20140911.0,20140627.0,20140801,20140606,20140606
20140912.0,20140912.0,20140630.0,20140804,20140609,20140609
20140915.0,20140915.0,20140701.0,20140805,20140610,20140610
20140916.0,20140916.0,20140702.0,20140806,20140611,20140611
20140917.0,20140917.0,20140703.0,20140807,20140612,20140612
20140918.0,20140918.0,20140704.0,20140808,20140613,20140613
20140919.0,20140919.0,20140707.0,20140811,20140616,20140616
20140922.0,20140922.0,20140708.0,20140812,20140617,20140617
20140923.0,20140923.0,20140709.0,20140813,20140618,20140618
20140924.0,20140924.0,20140710.0,20140814,20140619,20140619
20140925.0,20140925.0,20140711.0,20140815,20140620,20140620
20140926.0,20140926.0,20140714.0,20140818,20140623,20140623
20140929.0,20140929.0,20140715.0,20140819,20140624,20140624
20140930.0,20140930.0,20140716.0,20140820,20140625,20140625
20141008.0,20141008.0,20140717.0,20140821,20140626,20140626
20141009.0,20141009.0,20140718.0,20140822,20140627,20140627
20141010.0,20141010.0,20140721.0,20140825,20140630,20140630
20141013.0,20141013.0,20140722.0,20140826,20140701,20140701
20141014.0,20141014.0,20140723.0,20140827,20140702,20140702
20141015.0,20141015.0,20140724.0,20140828,20140703,20140703
20141016.0,20141016.0,20140725.0,20140829,20140707,20140707
20141017.0,20141017.0,20140728.0,20140901,20140708,20140708
20141020.0,20141020.0,20140729.0,20140902,20140709,20140709
20141021.0,20141021.0,20140730.0,20140903,20140710,20140710
20141022.0,20141022.0,20140731.0,20140904,20140711,20140711
20141023.0,20141023.0,20140801.0,20140905,20140714,20140714
20141024.0,20141024.0,20140804.0,20140908,20140715,20140715
20141027.0,20141027.0,20140805.0,20140910,20140716,20140716
20141028.0,20141028.0,20140806.0,20140911,20140717,20140717
20141029.0,20141029.0,20140807.0,20140912,20140718,20140718
20141030.0,20141030.0,20140808.0,20140915,20140721,20140721
20141031.0,20141031.0,20140811.0,20140916,20140722,20140722
20141103.0,20141103.0,20140812.0,20140917,20140723,20140723
20141104.0,20141104.0,20140813.0,20140918,20140724,20140724
20141105.0,20141105.0,20140814.0,20140919,20140725,20140725
20141106.0,20141106.0,20140815.0,20140922,20140728,20140728
20141107.0,20141107.0,20140818.0,20140923,20140729,20140729
20141110.0,20141110.0,20140819.0,20140924,20140730,20140730
20141111.0,20141111.0,20140820.0,20140925,20140731,20140731
20141112.0,20141112.0,20140821.0,20140926,20140801,20140801
20141113.0,20141113.0,20140822.0,20140929,20140804,20140804
20141114.0,20141114.0,20140825.0,20140930,20140805,20140805
20141117.0,20141117.0,20140826.0,20141003,20140806,20140806
20141118.0,20141118.0,20140827.0,20141006,20140807,20140807
20141119.0,20141119.0,20140828.0,20141007,20140808,20140808
20141120.0,20141120.0,20140829.0,20141008,20140811,20140811
20141121.0,20141121.0,20140901.0,20141009,20140812,20140812
20141124.0,20141124.0,20140902.0,20141010,20140813,20140813
20141125.0,20141125.0,20140903.0,20141013,20140814,20140814
20141126.0,20141126.0,20140904.0,20141014,20140815,20140815
20141127.0,20141127.0,20140905.0,20141015,20140818,20140818
20141128.0,20141128.0,20140909.0,20141016,20140819,20140819
20141201.0,20141201.0,20140910.0,20141017,20140820,20140820
20141202.0,20141202.0,20140911.0,20141020,20140821,20140821
20141203.0,20141203.0,20140912.0,20141021,20140822,20140822
20141204.0,20141204.0,20140915.0,20141022,20140825,20140825
20141205.0,20141205.0,20140916.0,20141023,20140826,20140826
20141208.0,20141208.0,20140917.0,20141024,20140827,20140827
20141209.0,20141209.0,20140918.0,20141027,20140828,20140828
20141210.0,20141210.0,20140919.0,20141028,20140829,20140829
20141211.0,20141211.0,20140922.0,20141029,20140902,20140902
20141212.0,20141212.0,20140923.0,20141030,20140903,20140903
20141215.0,20141215.0,20140924.0,20141031,20140904,20140904
20141216.0,20141216.0,20140925.0,20141103,20140905,20140905
20141217.0,20141217.0,20140926.0,20141104,20140908,20140908
20141218.0,20141218.0,20140928.0,20141105,20140909,20140909
20141219.0,20141219.0,20140929.0,20141106,20140910,20140910
20141222.0,20141222.0,20140930.0,20141107,20140911,20140911
20141223.0,20141223.0,20141008.0,20141110,20140912,20140912
20141224.0,20141224.0,20141009.0,20141111,20140915,20140915
20141225.0,20141225.0,20141010.0,20141112,20140916,20140916
20141226.0,20141226.0,20141011.0,20141113,20140917,20140917
20141229.0,20141229.0,20141013.0,20141114,20140918,20140918
20141230.0,20141230.0,20141014.0,20141117,20140919,20140919
20141231.0,20141231.0,20141015.0,20141118,20140922,20140922
20150105.0,20150105.0,20141016.0,20141119,20140923,20140923
20150106.0,20150106.0,20141017.0,20141120,20140924,20140924
20150107.0,20150107.0,20141020.0,20141121,20140925,20140925
20150108.0,20150108.0,20141021.0,20141124,20140926,20140926
20150109.0,20150109.0,20141022.0,20141125,20140929,20140929
20150112.0,20150112.0,20141023.0,20141126,20140930,20140930
20150113.0,20150113.0,20141024.0,20141127,20141001,20141001
20150114.0,20150114.0,20141027.0,20141128,20141002,20141002
20150115.0,20150115.0,20141028.0,20141201,20141003,20141003
20150116.0,20150116.0,20141029.0,20141202,20141006,20141006
20150119.0,20150119.0,20141030.0,20141203,20141007,20141007
20150120.0,20150120.0,20141031.0,20141204,20141008,20141008
20150121.0,20150121.0,20141103.0,20141205,20141009,20141009
20150122.0,20150122.0,20141104.0,20141208,20141010,20141010
20150123.0,20150123.0,20141105.0,20141209,20141013,20141013
20150126.0,20150126.0,20141106.0,20141210,20141014,20141014
20150127.0,20150127.0,20141107.0,20141211,20141015,20141015
20150128.0,20150128.0,20141110.0,20141212,20141016,20141016
20150129.0,20150129.0,20141111.0,20141215,20141017,20141017
20150130.0,20150130.0,20141112.0,20141216,20141020,20141020
20150202.0,20150202.0,20141113.0,20141217,20141021,20141021
20150203.0,20150203.0,20141114.0,20141218,20141022,20141022
20150204.0,20150204.0,20141117.0,20141219,20141023,20141023
20150205.0,20150205.0,20141118.0,20141222,20141024,20141024
20150206.0,20150206.0,20141119.0,20141223,20141027,20141027
20150209.0,20150209.0,20141120.0,20141224,20141028,20141028
20150210.0,20150210.0,20141121.0,20141229,20141029,20141029
20150211.0,20150211.0,20141124.0,20141230,20141030,20141030
20150212.0,20150212.0,20141125.0,20141231,20141031,20141031
20150213.0,20150213.0,20141126.0,20150102,20141103,20141103
20150216.0,20150216.0,20141127.0,20150105,20141104,20141104
20150217.0,20150217.0,20141128.0,20150106,20141105,20141105
20150225.0,20150225.0,20141201.0,20150107,20141106,20141106
20150226.0,20150226.0,20141202.0,20150108,20141107,20141107
20150227.0,20150227.0,20141203.0,20150109,20141110,20141110
20150302.0,20150302.0,20141204.0,20150112,20141111,20141111
20150303.0,20150303.0,20141205.0,20150113,20141112,20141112
20150304.0,20150304.0,20141208.0,20150114,20141113,20141113
20150305.0,20150305.0,20141209.0,20150115,20141114,20141114
20150306.0,20150306.0,20141210.0,20150116,20141117,20141117
20150309.0,20150309.0,20141211.0,20150119,20141118,20141118
20150310.0,20150310.0,20141212.0,20150120,20141119,20141119
20150311.0,20150311.0,20141215.0,20150121,20141120,20141120
20150312.0,20150312.0,20141216.0,20150122,20141121,20141121
20150313.0,20150313.0,20141217.0,20150123,20141124,20141124
20150316.0,20150316.0,20141218.0,20150126,20141125,20141125
20150317.0,20150317.0,20141219.0,20150127,20141126,20141126
20150318.0,20150318.0,20141222.0,20150128,20141128,20141128
20150319.0,20150319.0,20141223.0,20150129,20141201,20141201
20150320.0,20150320.0,20141224.0,20150130,20141202,20141202
20150323.0,20150323.0,20141225.0,20150202,20141203,20141203
20150324.0,20150324.0,20141226.0,20150203,20141204,20141204
20150325.0,20150325.0,20141229.0,20150204,20141205,20141205
20150326.0,20150326.0,20141230.0,20150205,20141208,20141208
20150327.0,20150327.0,20141231.0,20150206,20141209,20141209
20150330.0,20150330.0,20150104.0,20150209,20141210,20141210
20150331.0,20150331.0,20150105.0,20150210,20141211,20141211
20150401.0,20150401.0,20150106.0,20150211,20141212,20141212
20150402.0,20150402.0,20150107.0,20150212,20141215,20141215
20150403.0,20150403.0,20150108.0,20150213,20141216,20141216
20150407.0,20150407.0,20150109.0,20150216,20141217,20141217
20150408.0,20150408.0,20150112.0,20150217,20141218,20141218
