,class1,class2,class_yrs,name,symbol_full_price,symbol_net_price,symbol_total_return,name_short
214,分类指数,代偿期限,yrs_3_5,中债-5年期金融债全价指数,,,,5年期金融债全价
215,分类指数,代偿期限,yrs_5_7,中债-5年期金融债全价指数,,,,5年期金融债全价
216,分类指数,代偿期限,yrs_7_10,中债-5年期金融债全价指数,,,,5年期金融债全价
217,分类指数,代偿期限,yrs_10_more,中债-5年期金融债全价指数,,,,5年期金融债全价
218,分类指数,代偿期限,total_value,中债-0-3个月国债全价指数,CBA07303.CS,CBA07302.CS,CBA07301.CS,0-3个月国债全价
219,分类指数,代偿期限,yrs_0_1,中债-0-3个月国债全价指数,,,,0-3个月国债全价
220,分类指数,代偿期限,yrs_1_3,中债-0-3个月国债全价指数,,,,0-3个月国债全价
221,分类指数,代偿期限,yrs_3_5,中债-0-3个月国债全价指数,,,,0-3个月国债全价
222,分类指数,代偿期限,yrs_5_7,中债-0-3个月国债全价指数,,,,0-3个月国债全价
223,分类指数,代偿期限,yrs_7_10,中债-0-3个月国债全价指数,,,,0-3个月国债全价
224,分类指数,代偿期限,yrs_10_more,中债-0-3个月国债全价指数,,,,0-3个月国债全价
225,分类指数,代偿期限,total_value,中债-5年期国债全价指数,CBA03103.CS,CBA03102.CS,CBA03101.CS,5年期国债全价
226,分类指数,代偿期限,yrs_0_1,中债-5年期国债全价指数,,,,5年期国债全价
227,分类指数,代偿期限,yrs_1_3,中债-5年期国债全价指数,,,,5年期国债全价
228,分类指数,代偿期限,yrs_3_5,中债-5年期国债全价指数,,,,5年期国债全价
229,分类指数,代偿期限,yrs_5_7,中债-5年期国债全价指数,,,,5年期国债全价
230,分类指数,代偿期限,yrs_7_10,中债-5年期国债全价指数,,,,5年期国债全价
231,分类指数,代偿期限,yrs_10_more,中债-5年期国债全价指数,,,,5年期国债全价
232,分类指数,代偿期限,total_value,中债-7-10年国债全价指数,CBA06503.CS,CBA06502.CS,CBA06501.CS,7-10年国债全价
233,分类指数,代偿期限,yrs_0_1,中债-7-10年国债全价指数,,,,7-10年国债全价
234,分类指数,代偿期限,yrs_1_3,中债-7-10年国债全价指数,,,,7-10年国债全价
235,分类指数,代偿期限,yrs_3_5,中债-7-10年国债全价指数,,,,7-10年国债全价
236,分类指数,代偿期限,yrs_5_7,中债-7-10年国债全价指数,,,,7-10年国债全价
237,分类指数,代偿期限,yrs_7_10,中债-7-10年国债全价指数,,,,7-10年国债全价
238,分类指数,代偿期限,yrs_10_more,中债-7-10年国债全价指数,,,,7-10年国债全价
239,分类指数,代偿期限,total_value,中债-10年期国债全价指数,CBA04503.CS,CBA04502.CS,CBA04501.CS,10年期国债全价
240,分类指数,代偿期限,yrs_0_1,中债-10年期国债全价指数,,,,10年期国债全价
241,分类指数,代偿期限,yrs_1_3,中债-10年期国债全价指数,,,,10年期国债全价
242,分类指数,代偿期限,yrs_3_5,中债-10年期国债全价指数,,,,10年期国债全价
243,分类指数,代偿期限,yrs_5_7,中债-10年期国债全价指数,,,,10年期国债全价
244,分类指数,代偿期限,yrs_7_10,中债-10年期国债全价指数,,,,10年期国债全价
245,分类指数,代偿期限,yrs_10_more,中债-10年期国债全价指数,,,,10年期国债全价
246,分类指数,代偿期限,total_value,中债-1-3年国开行债券全价指数,CBA07703.CS,CBA07702.CS,CBA07701.CS,1-3年国开行债券全价
247,分类指数,代偿期限,yrs_0_1,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
248,分类指数,代偿期限,yrs_1_3,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
249,分类指数,代偿期限,yrs_3_5,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
250,分类指数,代偿期限,yrs_5_7,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
251,分类指数,代偿期限,yrs_7_10,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
252,分类指数,代偿期限,yrs_10_more,中债-1-3年国开行债券全价指数,,,,1-3年国开行债券全价
253,分类指数,代偿期限,total_value,中债-3-5年国开行债券全价指数,CBA06303.CS,CBA06302.CS,CBA06301.CS,3-5年国开行债券全价
254,分类指数,代偿期限,yrs_0_1,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
255,分类指数,代偿期限,yrs_1_3,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
256,分类指数,代偿期限,yrs_3_5,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
257,分类指数,代偿期限,yrs_5_7,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
258,分类指数,代偿期限,yrs_7_10,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
259,分类指数,代偿期限,yrs_10_more,中债-3-5年国开行债券全价指数,,,,3-5年国开行债券全价
260,分类指数,代偿期限,total_value,中债-3-7年国开行债券全价指数,CBA07203.CS,CBA07202.CS,CBA07201.CS,3-7年国开行债券全价
261,分类指数,代偿期限,yrs_0_1,中债-3-7年国开行债券全价指数,CBA07233.CS,CBA07232.CS,CBA07231.CS,3-7年国开行债券全价
262,分类指数,代偿期限,yrs_1_3,中债-3-7年国开行债券全价指数,CBA07243.CS,CBA07242.CS,CBA07241.CS,3-7年国开行债券全价
263,分类指数,代偿期限,yrs_3_5,中债-3-7年国开行债券全价指数,,,,3-7年国开行债券全价
264,分类指数,代偿期限,yrs_5_7,中债-3-7年国开行债券全价指数,,,,3-7年国开行债券全价
265,分类指数,代偿期限,yrs_7_10,中债-3-7年国开行债券全价指数,,,,3-7年国开行债券全价
266,分类指数,代偿期限,yrs_10_more,中债-3-7年国开行债券全价指数,,,,3-7年国开行债券全价
267,分类指数,代偿期限,total_value,中债-7-10年国开行债券指数全价指数,CBA05203.CS,CBA05202.CS,CBA05201.CS,7-10年国开行债券全价
268,分类指数,代偿期限,yrs_0_1,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
269,分类指数,代偿期限,yrs_1_3,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
270,分类指数,代偿期限,yrs_3_5,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
271,分类指数,代偿期限,yrs_5_7,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
272,分类指数,代偿期限,yrs_7_10,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
273,分类指数,代偿期限,yrs_10_more,中债-7-10年国开行债券指数全价指数,,,,7-10年国开行债券全价
274,分类指数,代偿期限,total_value,中债-7-20年国开行债券全价指数,CBA06903.CS,CBA06902.CS,CBA06901.CS,7-20年国开行债券全价
275,分类指数,代偿期限,yrs_0_1,中债-7-20年国开行债券全价指数,CBA06943.CS,CBA06942.CS,CBA06941.CS,7-20年国开行债券全价
276,分类指数,代偿期限,yrs_1_3,中债-7-20年国开行债券全价指数,CBA06953.CS,CBA06952.CS,CBA06951.CS,7-20年国开行债券全价
277,分类指数,代偿期限,yrs_3_5,中债-7-20年国开行债券全价指数,CBA06963.CS,CBA06962.CS,CBA06961.CS,7-20年国开行债券全价
278,分类指数,代偿期限,yrs_5_7,中债-7-20年国开行债券全价指数,,,,7-20年国开行债券全价
279,分类指数,代偿期限,yrs_7_10,中债-7-20年国开行债券全价指数,,,,7-20年国开行债券全价
280,分类指数,代偿期限,yrs_10_more,中债-7-20年国开行债券全价指数,,,,7-20年国开行债券全价
281,分类指数,代偿期限,total_value,中债-10-20年国开行债券全价指数,CBA06203.CS,CBA06202.CS,CBA06201.CS,10-20年国开行债券全价
282,分类指数,代偿期限,yrs_0_1,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
283,分类指数,代偿期限,yrs_1_3,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
284,分类指数,代偿期限,yrs_3_5,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
285,分类指数,代偿期限,yrs_5_7,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
286,分类指数,代偿期限,yrs_7_10,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
287,分类指数,代偿期限,yrs_10_more,中债-10-20年国开行债券全价指数,,,,10-20年国开行债券全价
288,分类指数,代偿期限,total_value,中债-1-3年农发行债券全价指数,CBA07003.CS,CBA07002.CS,CBA07001.CS,1-3年农发行债券全价
289,分类指数,代偿期限,yrs_0_1,中债-1-3年农发行债券全价指数,CBA07013.CS,CBA07012.CS,CBA07011.CS,1-3年农发行债券全价
290,分类指数,代偿期限,yrs_1_3,中债-1-3年农发行债券全价指数,CBA07023.CS,CBA07022.CS,CBA07021.CS,1-3年农发行债券全价
291,分类指数,代偿期限,yrs_3_5,中债-1-3年农发行债券全价指数,,,,1-3年农发行债券全价
292,分类指数,代偿期限,yrs_5_7,中债-1-3年农发行债券全价指数,,,,1-3年农发行债券全价
293,分类指数,代偿期限,yrs_7_10,中债-1-3年农发行债券全价指数,,,,1-3年农发行债券全价
294,分类指数,代偿期限,yrs_10_more,中债-1-3年农发行债券全价指数,,,,1-3年农发行债券全价
295,分类指数,代偿期限,total_value,中债-3-5年农发行债券全价指数,CBA07603.CS,CBA07602.CS,CBA07601.CS,3-5年农发行债券全价
296,分类指数,代偿期限,yrs_0_1,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
297,分类指数,代偿期限,yrs_1_3,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
298,分类指数,代偿期限,yrs_3_5,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
299,分类指数,代偿期限,yrs_5_7,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
300,分类指数,代偿期限,yrs_7_10,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
301,分类指数,代偿期限,yrs_10_more,中债-3-5年农发行债券全价指数,,,,3-5年农发行债券全价
302,分类指数,代偿期限,total_value,中债-7-10年农发行债券全价指数,CBA07103.CS,CBA07102.CS,CBA07101.CS,7-10年农发行债券全价
303,分类指数,代偿期限,yrs_0_1,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
304,分类指数,代偿期限,yrs_1_3,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
305,分类指数,代偿期限,yrs_3_5,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
306,分类指数,代偿期限,yrs_5_7,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
307,分类指数,代偿期限,yrs_7_10,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
308,分类指数,代偿期限,yrs_10_more,中债-7-10年农发行债券全价指数,,,,7-10年农发行债券全价
309,分类指数,代偿期限,total_value,中债-1-5年进出口行债券全价指数,CBA07803.CS,CBA07802.CS,CBA07801.CS,1-5年进出口行债券全价
310,分类指数,代偿期限,yrs_0_1,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
311,分类指数,代偿期限,yrs_1_3,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
312,分类指数,代偿期限,yrs_3_5,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
313,分类指数,代偿期限,yrs_5_7,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
314,分类指数,代偿期限,yrs_7_10,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
315,分类指数,代偿期限,yrs_10_more,中债-1-5年进出口行债券全价指数,,,,1-5年进出口行债券全价
316,分类指数,代偿期限,total_value,中债-10年期国债期货期限匹配金融债全价指数,CBA05503.CS,CBA05502.CS,CBA05501.CS,10年期国债期货期限匹配金融债全价
317,分类指数,代偿期限,yrs_0_1,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
318,分类指数,代偿期限,yrs_1_3,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
319,分类指数,代偿期限,yrs_3_5,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
320,分类指数,代偿期限,yrs_5_7,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
321,分类指数,代偿期限,yrs_7_10,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
322,分类指数,代偿期限,yrs_10_more,中债-10年期国债期货期限匹配金融债全价指数,,,,10年期国债期货期限匹配金融债全价
323,分类指数,代偿期限,total_value,中债-5年期国债期货期限匹配金融债全价指数,CBA05403.CS,CBA05402.CS,CBA05401.CS,5年期国债期货期限匹配金融债全价
324,分类指数,代偿期限,yrs_0_1,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
325,分类指数,代偿期限,yrs_1_3,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
326,分类指数,代偿期限,yrs_3_5,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
327,分类指数,代偿期限,yrs_5_7,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
328,分类指数,代偿期限,yrs_7_10,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
329,分类指数,代偿期限,yrs_10_more,中债-5年期国债期货期限匹配金融债全价指数,,,,5年期国债期货期限匹配金融债全价
330,分类指数,代偿期限,total_value,中债-中短期债券全价指数,CBA00703.CS,CBA00702.CS,CBA00701.CS,中短期债券全价
331,分类指数,代偿期限,yrs_0_1,中债-中短期债券全价指数,CBA00713.CS,CBA00712.CS,CBA00711.CS,中短期债券全价
332,分类指数,代偿期限,yrs_1_3,中债-中短期债券全价指数,CBA00723.CS,CBA00722.CS,CBA00721.CS,中短期债券全价
333,分类指数,代偿期限,yrs_3_5,中债-中短期债券全价指数,CBA00733.CS,CBA00732.CS,CBA00731.CS,中短期债券全价
334,分类指数,代偿期限,yrs_5_7,中债-中短期债券全价指数,CBA00743.CS,CBA00742.CS,CBA00741.CS,中短期债券全价
335,分类指数,代偿期限,yrs_7_10,中债-中短期债券全价指数,CBA00753.CS,CBA00752.CS,CBA00751.CS,中短期债券全价
336,分类指数,代偿期限,yrs_10_more,中债-中短期债券全价指数,CBA00763.CS,CBA00762.CS,CBA00761.CS,中短期债券全价
337,分类指数,代偿期限,total_value,中债-长期债券全价指数,CBA00803.CS,CBA00802.CS,CBA00801.CS,长期债券全价
338,分类指数,代偿期限,yrs_0_1,中债-长期债券全价指数,CBA00813.CS,CBA00812.CS,CBA00811.CS,长期债券全价
339,分类指数,代偿期限,yrs_1_3,中债-长期债券全价指数,CBA00823.CS,CBA00822.CS,CBA00821.CS,长期债券全价
340,分类指数,代偿期限,yrs_3_5,中债-长期债券全价指数,CBA00833.CS,CBA00832.CS,CBA00831.CS,长期债券全价
341,分类指数,代偿期限,yrs_5_7,中债-长期债券全价指数,CBA00843.CS,CBA00842.CS,CBA00841.CS,长期债券全价
342,分类指数,代偿期限,yrs_7_10,中债-长期债券全价指数,CBA00853.CS,CBA00852.CS,CBA00851.CS,长期债券全价
343,分类指数,代偿期限,yrs_10_more,中债-长期债券全价指数,CBA00863.CS,CBA00862.CS,CBA00861.CS,长期债券全价
344,分类指数,发行期限,total_value,中债-七年期国债全价指数,CBA01603.CS,CBA01602.CS,CBA01601.CS,七年期国债全价
345,分类指数,发行期限,yrs_0_1,中债-七年期国债全价指数,CBA01613.CS,CBA01612.CS,CBA01611.CS,七年期国债全价
346,分类指数,发行期限,yrs_1_3,中债-七年期国债全价指数,CBA01623.CS,CBA01622.CS,CBA01621.CS,七年期国债全价
347,分类指数,发行期限,yrs_3_5,中债-七年期国债全价指数,CBA01633.CS,CBA01632.CS,CBA01631.CS,七年期国债全价
348,分类指数,发行期限,yrs_5_7,中债-七年期国债全价指数,CBA01643.CS,CBA01642.CS,CBA01641.CS,七年期国债全价
349,分类指数,发行期限,yrs_7_10,中债-七年期国债全价指数,CBA01653.CS,CBA01652.CS,CBA01651.CS,七年期国债全价
350,分类指数,发行期限,yrs_10_more,中债-七年期国债全价指数,CBA01663.CS,CBA01662.CS,CBA01661.CS,七年期国债全价
351,分类指数,计息方式,total_value,中债-固定利率债券全价指数,CBA00403.CS,CBA00402.CS,CBA00401.CS,固定利率债券全价
352,分类指数,计息方式,yrs_0_1,中债-固定利率债券全价指数,CBA00413.CS,CBA00412.CS,CBA00411.CS,固定利率债券全价
353,分类指数,计息方式,yrs_1_3,中债-固定利率债券全价指数,CBA00423.CS,CBA00422.CS,CBA00421.CS,固定利率债券全价
354,分类指数,计息方式,yrs_3_5,中债-固定利率债券全价指数,CBA00433.CS,CBA00432.CS,CBA00431.CS,固定利率债券全价
355,分类指数,计息方式,yrs_5_7,中债-固定利率债券全价指数,CBA00443.CS,CBA00442.CS,CBA00441.CS,固定利率债券全价
356,分类指数,计息方式,yrs_7_10,中债-固定利率债券全价指数,CBA00453.CS,CBA00452.CS,CBA00451.CS,固定利率债券全价
357,分类指数,计息方式,yrs_10_more,中债-固定利率债券全价指数,CBA00463.CS,CBA00462.CS,CBA00461.CS,固定利率债券全价
358,分类指数,计息方式,total_value,中债-固定利率国债全价指数,CBA01103.CS,CBA01102.CS,CBA01101.CS,固定利率国债全价
359,分类指数,计息方式,yrs_0_1,中债-固定利率国债全价指数,CBA01113.CS,CBA01112.CS,CBA01111.CS,固定利率国债全价
360,分类指数,计息方式,yrs_1_3,中债-固定利率国债全价指数,CBA01123.CS,CBA01122.CS,CBA01121.CS,固定利率国债全价
361,分类指数,计息方式,yrs_3_5,中债-固定利率国债全价指数,CBA01133.CS,CBA01132.CS,CBA01131.CS,固定利率国债全价
362,分类指数,计息方式,yrs_5_7,中债-固定利率国债全价指数,CBA01143.CS,CBA01142.CS,CBA01141.CS,固定利率国债全价
363,分类指数,计息方式,yrs_7_10,中债-固定利率国债全价指数,CBA01153.CS,CBA01152.CS,CBA01151.CS,固定利率国债全价
364,分类指数,计息方式,yrs_10_more,中债-固定利率国债全价指数,CBA01163.CS,CBA01162.CS,CBA01161.CS,固定利率国债全价
365,分类指数,计息方式,total_value,中债-固定利率金融债全价指数,CBA01303.CS,CBA01302.CS,CBA01301.CS,固定利率金融债全价
366,分类指数,计息方式,yrs_0_1,中债-固定利率金融债全价指数,CBA01313.CS,CBA01312.CS,CBA01311.CS,固定利率金融债全价
367,分类指数,计息方式,yrs_1_3,中债-固定利率金融债全价指数,CBA01323.CS,CBA01322.CS,CBA01321.CS,固定利率金融债全价
368,分类指数,计息方式,yrs_3_5,中债-固定利率金融债全价指数,CBA01333.CS,CBA01332.CS,CBA01331.CS,固定利率金融债全价
369,分类指数,计息方式,yrs_5_7,中债-固定利率金融债全价指数,CBA01343.CS,CBA01342.CS,CBA01341.CS,固定利率金融债全价
370,分类指数,计息方式,yrs_7_10,中债-固定利率金融债全价指数,CBA01353.CS,CBA01352.CS,CBA01351.CS,固定利率金融债全价
371,分类指数,计息方式,yrs_10_more,中债-固定利率金融债全价指数,CBA01363.CS,CBA01362.CS,CBA01361.CS,固定利率金融债全价
372,分类指数,计息方式,total_value,中债-固定利率企业债全价指数,CBA02103.CS,CBA02102.CS,CBA02101.CS,固定利率企业债全价
373,分类指数,计息方式,yrs_0_1,中债-固定利率企业债全价指数,CBA02113.CS,CBA02112.CS,CBA02111.CS,固定利率企业债全价
374,分类指数,计息方式,yrs_1_3,中债-固定利率企业债全价指数,CBA02123.CS,CBA02122.CS,CBA02121.CS,固定利率企业债全价
375,分类指数,计息方式,yrs_3_5,中债-固定利率企业债全价指数,CBA02133.CS,CBA02132.CS,CBA02131.CS,固定利率企业债全价
376,分类指数,计息方式,yrs_5_7,中债-固定利率企业债全价指数,CBA02143.CS,CBA02142.CS,CBA02141.CS,固定利率企业债全价
377,分类指数,计息方式,yrs_7_10,中债-固定利率企业债全价指数,CBA02153.CS,CBA02152.CS,CBA02151.CS,固定利率企业债全价
378,分类指数,计息方式,yrs_10_more,中债-固定利率企业债全价指数,CBA02163.CS,CBA02162.CS,CBA02161.CS,固定利率企业债全价
379,分类指数,计息方式,total_value,中债-浮动利率债券全价指数,CBA00503.CS,CBA00502.CS,CBA00501.CS,浮动利率债券全价
380,分类指数,计息方式,yrs_0_1,中债-浮动利率债券全价指数,CBA00513.CS,CBA00512.CS,CBA00511.CS,浮动利率债券全价
381,分类指数,计息方式,yrs_1_3,中债-浮动利率债券全价指数,CBA00523.CS,CBA00522.CS,CBA00521.CS,浮动利率债券全价
382,分类指数,计息方式,yrs_3_5,中债-浮动利率债券全价指数,CBA00533.CS,CBA00532.CS,CBA00531.CS,浮动利率债券全价
383,分类指数,计息方式,yrs_5_7,中债-浮动利率债券全价指数,CBA00543.CS,CBA00542.CS,CBA00541.CS,浮动利率债券全价
384,分类指数,计息方式,yrs_7_10,中债-浮动利率债券全价指数,CBA00553.CS,CBA00552.CS,CBA00551.CS,浮动利率债券全价
385,分类指数,计息方式,yrs_10_more,中债-浮动利率债券全价指数,CBA00563.CS,CBA00562.CS,CBA00561.CS,浮动利率债券全价
386,分类指数,计息方式,total_value,中债-浮动利率金融债全价指数,CBA01403.CS,CBA01402.CS,CBA01401.CS,浮动利率金融债全价
387,分类指数,计息方式,yrs_0_1,中债-浮动利率金融债全价指数,CBA01413.CS,CBA01412.CS,CBA01411.CS,浮动利率金融债全价
388,分类指数,计息方式,yrs_1_3,中债-浮动利率金融债全价指数,CBA01423.CS,CBA01422.CS,CBA01421.CS,浮动利率金融债全价
389,分类指数,计息方式,yrs_3_5,中债-浮动利率金融债全价指数,CBA01433.CS,CBA01432.CS,CBA01431.CS,浮动利率金融债全价
390,分类指数,计息方式,yrs_5_7,中债-浮动利率金融债全价指数,CBA01443.CS,CBA01442.CS,CBA01441.CS,浮动利率金融债全价
391,分类指数,计息方式,yrs_7_10,中债-浮动利率金融债全价指数,CBA01453.CS,CBA01452.CS,CBA01451.CS,浮动利率金融债全价
392,分类指数,计息方式,yrs_10_more,中债-浮动利率金融债全价指数,CBA01463.CS,CBA01462.CS,CBA01461.CS,浮动利率金融债全价
393,分类指数,发行人类型,total_value,中债-国开行债券总全价指数,CBA02503.CS,CBA02502.CS,CBA02501.CS,国开行债券总全价
394,分类指数,发行人类型,yrs_0_1,中债-国开行债券总全价指数,CBA02513.CS,CBA02512.CS,CBA02511.CS,国开行债券总全价
395,分类指数,发行人类型,yrs_1_3,中债-国开行债券总全价指数,CBA02523.CS,CBA02522.CS,CBA02521.CS,国开行债券总全价
396,分类指数,发行人类型,yrs_3_5,中债-国开行债券总全价指数,CBA02533.CS,CBA02532.CS,CBA02531.CS,国开行债券总全价
397,分类指数,发行人类型,yrs_5_7,中债-国开行债券总全价指数,CBA02543.CS,CBA02542.CS,CBA02541.CS,国开行债券总全价
398,分类指数,发行人类型,yrs_7_10,中债-国开行债券总全价指数,CBA02553.CS,CBA02552.CS,CBA02551.CS,国开行债券总全价
399,分类指数,发行人类型,yrs_10_more,中债-国开行债券总全价指数,CBA02563.CS,CBA02562.CS,CBA02561.CS,国开行债券总全价
400,分类指数,发行人类型,total_value,中债-农发行债券总指数全价指数,CBA05103.CS,CBA05102.CS,CBA05101.CS,农发行债券总全价
401,分类指数,发行人类型,yrs_0_1,中债-农发行债券总指数全价指数,CBA05113.CS,CBA05112.CS,CBA05111.CS,农发行债券总全价
402,分类指数,发行人类型,yrs_1_3,中债-农发行债券总指数全价指数,CBA05123.CS,CBA05122.CS,CBA05121.CS,农发行债券总全价
403,分类指数,发行人类型,yrs_3_5,中债-农发行债券总指数全价指数,CBA05133.CS,CBA05132.CS,CBA05131.CS,农发行债券总全价
404,分类指数,发行人类型,yrs_5_7,中债-农发行债券总指数全价指数,CBA05143.CS,CBA05142.CS,CBA05141.CS,农发行债券总全价
405,分类指数,发行人类型,yrs_7_10,中债-农发行债券总指数全价指数,CBA05153.CS,CBA05152.CS,CBA05151.CS,农发行债券总全价
406,分类指数,发行人类型,yrs_10_more,中债-农发行债券总指数全价指数,CBA05163.CS,CBA05162.CS,CBA05161.CS,农发行债券总全价
407,分类指数,发行人类型,total_value,中债-进出口行债券总指数全价指数,CBA06403.CS,CBA06402.CS,CBA06401.CS,进出口行债券总全价
408,分类指数,发行人类型,yrs_0_1,中债-进出口行债券总指数全价指数,CBA06413.CS,CBA06412.CS,CBA06411.CS,进出口行债券总全价
409,分类指数,发行人类型,yrs_1_3,中债-进出口行债券总指数全价指数,CBA06423.CS,CBA06422.CS,CBA06421.CS,进出口行债券总全价
410,分类指数,发行人类型,yrs_3_5,中债-进出口行债券总指数全价指数,CBA06433.CS,CBA06432.CS,CBA06431.CS,进出口行债券总全价
411,分类指数,发行人类型,yrs_5_7,中债-进出口行债券总指数全价指数,CBA06443.CS,CBA06442.CS,CBA06441.CS,进出口行债券总全价
412,分类指数,发行人类型,yrs_7_10,中债-进出口行债券总指数全价指数,CBA06453.CS,CBA06452.CS,CBA06451.CS,进出口行债券总全价
413,分类指数,发行人类型,yrs_10_more,中债-进出口行债券总指数全价指数,CBA06463.CS,CBA06462.CS,CBA06461.CS,进出口行债券总全价
414,分类指数,发行人类型,total_value,中债-中国铁路总公司债券全价指数,CBA06803.CS,CBA06802.CS,CBA06801.CS,中国铁路总公司债券全价
415,分类指数,发行人类型,yrs_0_1,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
416,分类指数,发行人类型,yrs_1_3,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
417,分类指数,发行人类型,yrs_3_5,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
418,分类指数,发行人类型,yrs_5_7,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
419,分类指数,发行人类型,yrs_7_10,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
420,分类指数,发行人类型,yrs_10_more,中债-中国铁路总公司债券全价指数,,,,中国铁路总公司债券全价
421,分类指数,发行人类型,total_value,中债-商业银行债券全价指数,CBA02403.CS,CBA02402.CS,CBA02401.CS,商业银行债券全价
422,分类指数,发行人类型,yrs_0_1,中债-商业银行债券全价指数,CBA02413.CS,CBA02412.CS,CBA02411.CS,商业银行债券全价
423,分类指数,发行人类型,yrs_1_3,中债-商业银行债券全价指数,CBA02423.CS,CBA02422.CS,CBA02421.CS,商业银行债券全价
424,分类指数,发行人类型,yrs_3_5,中债-商业银行债券全价指数,CBA02433.CS,CBA02432.CS,CBA02431.CS,商业银行债券全价
425,分类指数,发行人类型,yrs_5_7,中债-商业银行债券全价指数,CBA02443.CS,CBA02442.CS,CBA02441.CS,商业银行债券全价
426,分类指数,发行人类型,yrs_7_10,中债-商业银行债券全价指数,CBA02453.CS,CBA02452.CS,CBA02451.CS,商业银行债券全价
427,分类指数,发行人类型,yrs_10_more,中债-商业银行债券全价指数,CBA02463.CS,CBA02462.CS,CBA02461.CS,商业银行债券全价
428,成分指数族,成分指数族,total_value,中债-央票50全价指数,CBB00103.CS,CBB00102.CS,CBB00101.CS,央票50全价
429,成分指数族,成分指数族,yrs_0_1,中债-央票50全价指数,CBB00113.CS,CBB00112.CS,CBB00111.CS,央票50全价
430,成分指数族,成分指数族,yrs_1_3,中债-央票50全价指数,CBB00123.CS,CBB00122.CS,CBB00121.CS,央票50全价
431,成分指数族,成分指数族,yrs_3_5,中债-央票50全价指数,,,,央票50全价
432,成分指数族,成分指数族,yrs_5_7,中债-央票50全价指数,,,,央票50全价
433,成分指数族,成分指数族,yrs_7_10,中债-央票50全价指数,,,,央票50全价
434,成分指数族,成分指数族,yrs_10_more,中债-央票50全价指数,,,,央票50全价
435,成分指数族,成分指数族,total_value,中债-短融50全价指数,CBB00203.CS,CBB00202.CS,CBB00201.CS,短融50全价
436,成分指数族,成分指数族,yrs_0_1,中债-短融50全价指数,CBB00213.CS,CBB00212.CS,CBB00211.CS,短融50全价
